german,french,german_noise_random05,german_noise_random10,german_noise_random15,french_noise_random05,french_noise_random10,french_noise_random15
"Wird die flüssige Seide extrudiert, verschwindet das Wasser und die mobilen Proteinmoleküle verbinden und falten sich mehr oder weniger dicht, so dass die Seidenfäden fest und für Pilze und Bakterien unverdaulich werden. ","Lorsque la soie liquide est expulsée, l'eau est éliminée et les molécules mobiles de protéines se lient et se replient de manière plus ou moins serrée, ce qui rend les fils de soie plus résistants et impossibles à digérer par les champignons et les bactéries. ","Wirdo dio flüssige Seide extrudiert, verschwindet das Wasser umnd die mobilen Prorteinmoleküle vegbinden und falten sich meh der weniagerdicht, so dass die Seidenfädgn fest und für Pilze und Bakterjien unverdaulich werden. ","Wwirdr deflüssiage Seideo extrudiert, verschwindevft das Wasser undidie mobilen Proteinmolezküle verbnden und falen sich mehroder wenger dicht, so dass dib Seidenfäden fest uzd sfü Pilzfxund Bakterien unverdaulich werden ","yird die flüssyige Seixe ejxtwruierot, verschwndet dwas Wasserel und di mobuilen Proteinmoleküle vprbindel und faliten sich mehv oder weniger dicht,so tdass dge Seidnnfädet festtudjfür Pilze undBagterienh unverdaulic werden.d","Lorsque la soie lquide est expulsée, l'eau estséliminée et wes molxécules mobiles de protéoines seq lient et se replient de manière pus op oins serrée, ce quui rend les fils de soie plus résistants et impossiblesà digérer par les champignons etk lesc bactéries. ","tLorsque lagfeoie liqtuide est expulsze, l'emau est éliminéd t les molécules rmobles de protéines se lient et se replsieot de manière plu oh mosins sermrée, ce qui rnd ses fiqlsde soie pls résistants et impossibles à digérer par les champgnons eit les bactérires. ","Lorsque la soe liquide est extulsée, leau etst éliminéeqet les molémcudlestmoxile de prooténes se lijent zt se replient de manière plus ouflmoints serée, ce zqui rend le fiels de soe plus résistznts et impossibles à dnqrer ar es chmpigngosktales jnjbactéries. "
"""Sinkt die Belastung unter den Grenzwert, beginnt auch wieder der Informationsfluss"", sagt er. ","«Lorsque la charge revient en-dessous du seuil, le flux d'informations reprend», ajoute-t-il. ","""Sinkt die Belastung unter den Grepnfzwert, begint auch wieder der Informationsflusq"", sagt er. ","""Sinkt die Belastung unter den Grenzwert, beginnt auyh wieder den zInformatiousfluhss""z sqgt ez. ","""Sinkt di Bajlastung untera entGrenzwert, beginnt auch wiedebr der Informakinsss, sagt er. ","«Lorsque la chage revient en-dessous du seuil, le flugx d'informations reprnd», ajoute-kt-il. ","«Lorsque la chahrge revient en-dessous du seuil,e flux d'itforamations repren», ayfoute-t-il. ","«Luorsqui la charge revieyten-ressous du seuivjnleflux d'informations repend», ajzoute-ti-il.e"
Zwischen dem zweiten und dritten Geburtstag verändert sich die Fähigkeit der Kinder zur Kommunikation sowohl verbal als auch mithilfe von Gesten unglaublich schnell. ,"Entre deux et trois ans, la capacité des enfants à communiquer verbalement et par gestes évolue rapidement. ",Zwiscen dem zweiten und dritten Gebnrtstag verändert sich die Fähigkit der Kgnder zur Kommuniktion sowohl verbal als auch mithilfe voon Gesten unglaublich swhnll. ,zZwischen de zweiten und ditten Geburtstag rverändeghrt zsich dme Fädhigkeitder Kinder zurc Kommunikatiof sowohl verbal als auch mithilfe von Gesdm unglaublich schnell. ,Ziscea dem witen und dritten Geburtstagncverändert zch die kFähigkeit der Kinde zrk Kmmunikztn sowohl verbal als auch nmithilfre vlfv Gesten unglaublich sihnell. ,Entre deux et trois anso la capacilté des enfants àcobmmuniquer verbalement et par pestes évolue rapidement. ,"Entre deux et troisnans, la capacité des enfnts à ommuniquer verbalemenptet jar goestes évolqe rapidement. ","Enptre deux ev trisnans, la capacité ups enhahs à communique erbalemsnt et par gestesévgolue rqpidemnt. "
"Ist der Speicherinhalt bekannt, sollte es möglich sein, die Bits auf eine solche Weise zu löschen, dass es in der Theorie denkbar ist, ihn wiederherzustellen. ","Lorsque le contenu de la mémoire est connu, on devrait pouvoir effacer les octets de telle manière à ce qu'il soit théoriquement possible de les recréer. ","Isq er Speicherinhalt bekannt, sollte ev möglich sein, die Bits auf eise solche Weaise zu löschen, dass es in der Theorie denkbar ist, ihn wiederherzustnelle. ","Ist dear Specherinhalt bekannt, solltem fes jöglich sein, die Bits aceine solche Weise zl löschen, dass es in der Theorie cdenka ist,t ihn wiederherzutellenn. ","Ist fder Speichyinhaltbekannt, solfe es mglich eian, die gitsxauf eine solche Wreiee zu löschen, dass es in desr Txheorie denkbcal isrt, ihn wiedefrvherzustellena ","bLorsque le contenu de la mémoire est conng, on devrait pouvir effaycer les octets detelle manière à e qu'il soit théoriqugement possible de les recréer. ",Lorsque le contenu de la mémoire est connuui ozuodevraitpouvjoir efacer les octets de tevtle manilèz à ce que'il soit théoriquement possible de lesrecréer. ,"Lrsque lr conteu der lanmémoir est connu, on vdevrwit pouvoai effacer les otuts de tele mfière à cev qu'il soitbthéoriquement possible de les rjdecréer. "
Doch am Ende des Mirror-Projekts war die Integration des humanoiden Roboters nicht abgeschlossen. ,"Toutefois, lorsque le Mirror project a pris fin, l'intégration du robot humanoïde n'était pas tout à fait complète. ",Docxhb am Ende des MirroriProjekts war die Integratfion des humanoiden Roboters nicht abgeschlossen. ,Doxch am dEnde des Mirroz-Projekts war die Integration des humanorxiden Robotevrs nicht agescchlossenn. ,Doth am Ende des Mirrpr-Projekts war die Integratio es hukmkvnoide Robioters nhchtfabgeschlossnn.z ,"Toutefois, lorsque leMirrr project a pris fin, l'intégrationv du rotbot humanoïde n'était ps tout à fait complète. ","Toutefois,lorsque leMirror projecta priso fin, l'intagration du robot hmanoïde nyétai pas tout à fait complète.c ","Toutefois,nlorsque le pMiror projech a prfs fin, l'inetégratiozndurobot huumanïde n'était pasytoutyfiait complèto. "
Zu Beginn des NANOLYSE-Projekts waren die Möglichkeiten zur Erkennung und Charakterisierung von Nanopartikeln noch äußerst begrenzt. ,"Au lancement du projet NANOLYSE, les méthodes pour la détection et la caractérisation des nanoparticules dans les aliments étaient très limitées. ",Zu Beginn des NANOLYSE-Prbojekts waren die Möglichkelten zur Erkenxung und Charakterisierungd von Nanopartikeln noc äußerst begrenzt.p,Zu Bepinn des NANLYSE-Projekts waren die lMöglickeituen zur Erklennunpgu und Charakterisierungqvon Nanolpartiqkilnxnoch äußerst begrenzt. ,Zu Bexinndes NANOLYSE-Proekts waren die Möglichkeitec zuo Erkennung und Chaaaterzizsierung ton Nanoartikln nogh äußerli bxegrnzt. ,"Au lancement du projet NANOLYSE, les méthodes hour la détection et la caractériation cdes nanoparticules dans les alments étaient trèb nigitées. ","Auhlancementu proet NAjOLYSE, lxs méthodes pour lma détection etula aractérisation des lcanopagticules dans les aliments étaient très limieées. ","Au lancemejnv du prkojep NANOYSdk, les zmékhodespour la détection et zla caractrisatin des nanoparticules dkanssles aliments étdient trs limhitées "
"Wenn die Teilnehmer so hypnotisiert wurden, dass sie die Ziffer Sieben in roter Farbe wahrnehmen, dann war es ihnen nicht möglich, die gezeigte schwarze Sieben vor einem roten Hintergrund zu erkennen. ","Lorsque les participants ont été hypnotisés pour percevoir le nombre sept comme rouge, ils ont été incapables de voir un sept noir sur fond rouge. ","Wenn die Tailnehmer so hypnotisiert wurdee, dass sie die yZiffer Sieben in roter Farbe wahrnehmen, dann war eqs ihnen nicht möglich, die gezeigte schwarze Siben voi tinem rten Hintergrund zu erkennen. ","Wenn die Teilnehmer so xhypnotsiert wurden, dass sie die Zifferl Siebed in rotera Ftrbe woghnehmen, dann war gs ihnen nicht möglh, dio gezeigtel schwarze Sieben vor einem roten Hinverxrundzu erkenoe ","Wenn dgie Telnehmer so hpnotisiert owurdten, daskx sie dief Ziffer Sieban  roter Farbe wahrnehmen,vannwwahr e enen nicht möglihb die gezediutv schwarzeSiebe vov einem roteon Hintergrund zuy erknnen. ","Lorsque les puarticipants ont été hypnotisésm pour percevoir le tmbrpe sept comme rouge, ils ont été incapabes de voir un sept nouir sur fond rouge. ","Lorsque les pagrticipanccts ont été hypnotisés porur percevoir le nombrej sepbt commerouge, kils onqt été incapables de vwoir unysept noihr sur folnd rouge. ","Lohsque lse pricipants ont éxé hypotisés pour fperceoir le nombre sezta comme rouge, ils on été ncapqblfs ude voir un seqp nkir sur fondqoulge. "
"Gelangt die Probe des Patienten in die Kanäle, werden diese Reagenzien gemischt. ","Lorsque l'échantillon entre dans les canaux, les agents réactifs sont mélangés. ","Gelngt die Probe des Patientey in die Kanäle, weren dtese Reagenzien gemischt. ","Gelangt die Probe des Padtienten in die Kasnäle, werden diejse Reagpinoien qeischt. ","Gelangt die Probetdes Pacientfn bin dike Kanälq, wedwen dese Reagnzien gmischt. ","Losque l'échantillon entre dansles cahbux, les agents réactifs sont mélangés. ","Lorsque l'éckrantillonoentrey dans los canaux, les agentsd réacjifssont mélangés. ","Lorsqe l'échaatilloi entre dans les canaux,les gentsk réactifzsont malangés.mt "
"Wenn das Perowskit in flüssiger Form abgelagert wird, was üblicherweise der Fall ist, sammelt es sich in den Buchten zwischen den Pyramiden an, während die Spitzen nicht bedeckt werden. ","Quand la pérovskite est déposée sous sa forme liquide, ce qui est généralement le cas, elle s’accumule dans les creux entre les pyramides, tandis que les pointes ne sont pas recouvertes. ","Wenn das Perowskith in flüfssiger Form abgelagert wird, was sblicherweise der Fall ist, sammelt es sic in denxBuchtenzwischen den Pyramideng an, wähbend die Spitzen nicht bedehkt werden. ","Wenn das Prowkithin flüssfger Form abgelagert wird, was üblicherhwise der Fallv ist, siamelt ez sichin kden Bauchten zwisphen dec Pyrammden an, während die Spitzen nichtkbedeckt werdeqn. ","Wenn dcs Perowskit gint fyüsigr Fvorm abgelagert wirjd, was üblicherweise der Fll itst,sampelt bs svch in den Bucnhten zwiscbheg denl oPramiden an, wväshrdend die Spistzen nicht bedeckt werdn.","Quand la pérovskite est wdéposée sous sa fome liquide, cem quiest généralement le cas, elle s’afcumule iays lesm creux entre les pyramides, tandis que les pointes ne sont pas revcouvertes. ","Quand la péorovskite est délosgée sous s forie liquide, ce quv est généralement le cas, elle s’acumule dns les reux enre les pyraides, tanis que lespoimntes ne sont pas recpouaertes.zl ","Quan la pjrovskideest dépovéersous sa forme liquide, ce qui et goéralement le casues s’ccumule dans les icrteux entre le pyramd, tanis quees ponts ze sont pas recouvertes. "
"Wenn sich das Polymer an Prionen heftet, ändert es die Farbe. ","Lorsque le polymère se lie aux prions, sa couleur change. ","Wenno sich das Polymer an Prionen kheftet, ähdert es die Farbe. ","Wenn sich gas Polymer an Prionn heftet, änder e die kwrbe. ","Wennsdh das Polymeran Prionen heftet, äntdertsei je Farbe. ","Lorsque le polymère se lie aux prons, sa couleur chanoge. ","Lopsque le polymèbe e lie aux priofs, sa couleur change. ","Lorsqe lm polymèe ese lie aupprions,sa coulceur change. "
"Wenn der Prozess nicht perfekt ist, können Zellen eine falsche Anzahl von Genen erhalten, was dann zur Entstehung von Tumorzellen führt. ","Dans le cas contraire, les cellules peuvent hériter d'un nombre incorrect de gènes, ce qui engendrerait l'émergence de cellules tumorales. ","Wenn der Prozess nicht perfekt ist, können hZellej eine falsche Anzahl vo Gnen erhlten, was dann zur Entstehung von Tumtorzellen führt. ","Wenn der Proesrs niczht perfekt ist, köxnbn Zellen eine alsche Anzahl von Ganent erhaltekn, was dan zur Entstehutg von Tumorzellegn führtx ","Wenn der Prozyess nichtu pefrfektzist, köne Zellenmeinejsflxche Anzahl von Genn nerhylften, wa dann zur Entstehuung von Tumorkellen führ. ","Dans je cas contraire, les cellules peurent hériter d'un nombre incorrct de gènes,i ce tui engendrerait l'émergnce de cellules tumorales. ","Dans le cas ontraire, lsh fcellules kpeuvent hériter dun nombue incorrecp de gènes ce qui eungendrerrit l'émergene de cellules tumorales. ","Dans le cas contrire, cles cellulseokdpeuvxnt hériter zu nombqrd inowrect m gènes, c qui enjendrerait l'émemrgence de cellgles tumorales. "
"Als das Programm 1996 ins Leben gerufen wurde, war Multimedia noch ein relativ neues Konzept. ","Lorsque le programme fut entamé en 1996, le multimédia était un concept relativement nouveau. ","nls das Plogramm 19q6 ins Leben gerufen wurde, war Mltimedia noch ein relativ neues Konzept. ","Ays das Programm 9m9 na Letben gerufen wurde, war Multimedia noch ein relahtiv neues Konzpt. ","Als das Programm 1996 in jebe gerufen wurde, war ultimedivnocuh ein relativ nusbKnzeltg. ","Lorsque lm programm fut entamé en 1996, le emultimédiafétait un concept relativement nouveau. ","Lorsque le programmefut entaméaen 1996,v le multiqmédiatait un cgncept ralativement nouveauf ","Lonrsque le programme fut entamé hn996, le mgltimédia évtat un conieptnrelastivementu nouveau. "
"Als die Projektteams ihre Arbeit aufnahmen, wusste man noch sehr wenig über die Entstehung von Acrylamid in erhitzten Nahrungsmitteln. ","Lorsque le projet a débuté, les connaissances en matière de formation d'acrylamide dans les aliments cuisinés étaient limitées. ","Als die Projektteams ihre Arbeit aufnahmen, wusste man noch sehr wenwig üebr die Entstehungvon Acrylamid in erhisztenmNahrungsmitteln. ","Als die Proektteams ihreu Arbeit ahufnahmen, mwuxsstekman noch sehr wenig über hdie Entstehunf von Acryamid in erhitzten Nahaungsitteln ","Als dte Projerktteamsp ire Arbeitzapufqahven, wrusste man noch sehr wenifg übyr ldie Entstehung voan Acrylamdp innrhitzuten Nahrrngsmitteln. ","Lorsque lre projet a débuné, les connapissances en matière de formktion d'acrylamide dans les aliments cuisinés vtaient limités. ","orque le proet a débuté,les connaisances enimatière de formation d'acrymde dansles aliments cpuisinés étaieft limitées. ","Lorsque le projet a débutzé, lws connaislahces e matière derformatomn d'axrylamideodansc les aliments ocuisinés étaient vimritqes. "
"Wenn das Projekt beendet ist, so hoffen Professor Mordini und sein Team, haben sie ""den Kern eines künftigen und weiteren Netzwerks geschaffen, eine Bestandsaufnahme der aktuellen Themen erstellt und die zukünftigen Fragen in ein klareres Licht gerückt"". ","Au terme du projet, le professeur Mordini et son équipe espèrent avoir ""construit le c�ur d'un futur et vaste réseau, dressé un inventaire des questions actuelles et élargi le champ des questionnements futurs."" ","Wenn dasProjkt beendet ist, so hoffen Profeslor Mordini und sein Team, haben sie ""den Kern ines künftigen und weiaterbn Netzwerks geschkffen, eine Bestndsaufnahme der aktuellen Temen erstellt ud die zukünftinen Fragen in ein klareres Llcht gerückt"". ","Wennldas Projekt beendet ist, so hoffen Pbyfessorx Mordipni und sein Team, haben sih ""den Kernk eines ünftigen unfd weiterden Netzwerks gecuafen, eine Bestandsaufname mer aktuollen Themen erstellftaund die zukünfnigen Fagen zin ein klareres Lkcht gerückt. ","Wenn das Prqet beedet ist, so hffe Professorx Mordini und soin es, uhaben ie ""dewn Kern beines künftigenud wjitren Netzwerks geschzaffen, eineb ewnandsufnhme bder aktuellmen Themeon erstellt udd dieg ukünftigenl Fragytn n in klareres Licht gerückt"". ","Au terme du projet le professeur Mordini zet son équipe espèrent avoir ""construit le c�ur d'un futhur et vaste réseau, dressé un nventaire des questiont actuelles uet élargile champ des questionnements fugurs."" ","Au tere du projet, le professeub Morini et son équipe espèrent avijr ""cnstrui le cjur d'jun futur e vste réseau, dqressé un inventaire djs mmstionsvactuelles etbélargihle hamp ses questionnements futurs."" ","Aultere du puojet,le professejurmMordini et son équipe espèrenk avoir ""cnonstruit l c�ub d'uyn kuturb t vasteh préseau, dressé un inveneaire des uestions actuelles ets élargqi le hamp des udesinnemfentbsw futurs."" "
